Dimension1(nm),Dimension2(nm),OD,Dilution(%),Nano_stock_vol(mL),Diluted_vol(mL),AgConc(M),AgMass(mg),MeOH_vol(mL),H2O_vol(mL),Doping(%),AgSol(uL),Time(min),Temperature(C),Experiment,Wavelength(nm),Fluorescence,Fluorescence_norm
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),715.0,123.375,0.002729052380109715
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),716.0,118.5,0.0026212174836312157
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),717.0,120.0,0.0026543974517784464
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),718.0,116.375,0.0025742125287559724
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),719.0,111.5,0.002466377632277473
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),720.0,110.875,0.0024525526455494604
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),721.0,104.0,0.0023004777915413203
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),722.0,104.5,0.0023115377809237304
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),723.0,105.625,0.002336422757034153
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),724.0,105.5,0.0023336577596885506
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),725.0,102.25,0.0022617678287028846
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),726.0,100.125,0.002214762873827641
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),727.0,100.25,0.0022175278711732437
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),728.0,97.75,0.002162227924261193
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),729.0,97.25,0.0021511679348787827
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),730.0,94.875,0.002098632985312334
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),731.0,91.375,0.002021213059635463
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),732.0,91.125,0.0020156830649442578
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),733.0,89.75,0.0019852680941426296
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),734.0,91.25,0.0020184480622898603
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),735.0,90.0,0.0019907980888338346
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),736.0,90.0,0.0019907980888338346
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),737.0,91.125,0.0020156830649442578
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),738.0,91.0,0.0020129180675986552
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),739.0,91.5,0.0020239780569810653
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),740.0,90.0,0.0019907980888338346
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),741.0,91.25,0.0020184480622898603
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),742.0,88.625,0.001960383118032207
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),743.0,87.75,0.001941028136612989
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),744.0,85.875,0.0018995531764289507
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),745.0,85.75,0.0018967881790833481
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),746.0,86.25,0.0019078481684657582
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),747.0,82.5,0.0018248982480976819
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),748.0,81.375,0.001800013271987259
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),749.0,76.375,0.0016894133781631569
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),750.0,74.75,0.0016534684126703239
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),751.0,71.25,0.0015760484869934525
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),752.0,70.0,0.001548398513537427
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),753.0,69.0,0.0015262785347726067
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),754.0,62.625,0.0013852636701468767
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),755.0,63.375,0.001401853654220492
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),756.0,59.125,0.0013078437444700053
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),757.0,63.25,0.0013990886568748895
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),758.0,63.5,0.0014046186515660945
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),759.0,62.25,0.001376968678110069
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),760.0,61.0,0.0013493187046540436
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),761.0,58.75,0.0012995487524331978
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),762.0,59.5,0.001316138736506813
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),763.0,57.625,0.0012746637763227748
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),764.0,57.125,0.0012636037869403645
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),765.0,52.0,0.0011502388957706602
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),766.0,49.625,0.0010977039462042116
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),767.0,51.625,0.0011419439037338524
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),768.0,50.875,0.0011253539196602372
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),769.0,50.0,0.0011059989382410193
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),770.0,52.625,0.0011640638824986728
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),771.0,53.375,0.0011806538665722881
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),772.0,55.75,0.0012331888161387365
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),773.0,55.125,0.0012193638294107237
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),774.0,56.125,0.001241483808175544
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),775.0,52.125,0.0011530038931162627
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),776.0,49.375,0.0010921739515130065
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),777.0,48.875,0.0010811139621305964
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),778.0,46.0,0.0010175190231817377
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),779.0,45.375,0.001003694036453725
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),780.0,45.125,0.0009981640417625198
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),781.0,47.25,0.0010451689966377632
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),782.0,49.5,0.001094938948858609
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),783.0,50.75,0.0011225889223146345
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),784.0,52.0,0.0011502388957706602
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),785.0,53.0,0.0011723588745354804
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),786.0,54.0,0.0011944788533003008
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),787.0,54.0,0.0011944788533003008
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),788.0,52.5,0.0011612988851530703
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),789.0,52.375,0.0011585338878074677
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),790.0,49.375,0.0010921739515130065
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),791.0,50.375,0.001114293930277827
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),792.0,50.5,0.0011170589276234294
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),793.0,50.75,0.0011225889223146345
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),794.0,50.875,0.0011253539196602372
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),795.0,49.125,0.0010866439568218015
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),796.0,46.75,0.001034109007255353
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),797.0,46.625,0.0010313440099097505
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),798.0,47.285714285714285,0.0010459589958793638
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),799.0,46.833333333333336,0.0010359523388190882
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,1.0,41.1,10,25,8_NPL-13_(3-8-23),800.0,47.2,0.0010440629976995223
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),440.0,52.25,0.001706714574444195
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),441.0,53.8,0.0017573443847865586
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),442.0,52.5,0.0017148806728865117
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),443.0,53.714285714285715,0.0017545445796063358
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),444.0,55.0,0.001796541657309679
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),445.0,58.625,0.0019149500847232713
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),446.0,58.625,0.0019149500847232713
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),447.0,56.75,0.001853704346405896
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),448.0,59.125,0.0019312822816079048
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),449.0,58.75,0.0019190331339444297
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),450.0,61.25,0.002000694118367597
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),451.0,63.375,0.002070105955127289
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),452.0,65.75,0.0021476838903292978
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),453.0,64.25,0.0020986872996753975
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),454.0,65.625,0.0021436008411081396
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),455.0,69.125,0.0022579262193005737
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),456.0,73.5,0.0024008329420411164
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),457.0,77.25,0.002523324418675867
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),458.0,83.25,0.0027193107812914685
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),459.0,84.625,0.0027642243227242102
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),460.0,85.75,0.0028009717657146356
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),461.0,89.5,0.0029234632423493865
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),462.0,89.375,0.0029193801931282283
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),463.0,85.625,0.0027968887164934774
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),464.0,81.5,0.0026621480921952515
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),465.0,77.375,0.0025274074678970256
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),466.0,74.0,0.0024171651389257496
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),467.0,72.125,0.0023559194006083743
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),468.0,71.25,0.0023273380560602658
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),469.0,72.75,0.002376334646714166
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),470.0,79.125,0.0025845701569932426
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),471.0,86.25,0.002817303962599269
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),472.0,91.0,0.002972459833003287
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),473.0,104.125,0.003401180001224915
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),474.0,115.375,0.0037686544311291673
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),475.0,124.0,0.0040503848273890945
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),476.0,132.25,0.004319866075985546
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),477.0,142.0,0.004638343915235898
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),478.0,150.75,0.004924157360716983
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),479.0,167.5,0.005471285956352204
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),480.0,182.25,0.005953085764448891
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),481.0,190.875,0.006234816160708818
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),482.0,207.75,0.006786027805565196
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),483.0,229.25,0.007488312271604434
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),484.0,255.75,0.008353918706490007
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),485.0,283.125,0.009248106485923687
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),486.0,319.75,0.010444439907723087
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),487.0,351.25,0.011473368311454995
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),488.0,402.25,0.013139252393687606
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),489.0,468.375,0.015299185431680379
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),490.0,514.5,0.016805830594287814
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),491.0,593.375,0.01938223465283874
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),492.0,700.5,0.022881407835371455
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),493.0,821.5,0.026833799481452748
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),494.0,969.125,0.03165588061164077
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),495.0,1141.75,0.03729457158606047
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),496.0,1360.5,0.044439907723087604
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),497.0,1630.5,0.05325929404078966
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),498.0,2027.25,0.0662188922687463
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),499.0,2505.25,0.08183247249045587
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),500.0,3143.375,0.1026764387644693
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),501.0,3983.75,0.13012677867831696
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),502.0,5138.875,0.16785823653104137
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),503.0,6769.75,0.22112977971949452
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),504.0,8936.125,0.29189310577139005
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),505.0,11825.75,0.3862809546169079
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),506.0,15344.5,0.5012187901925158
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),507.0,19460.0,0.6356491027499337
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),508.0,23591.75,0.7706102117061021
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),509.0,27163.375,0.88727517710226
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),510.0,29598.0,0.9668007267827614
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),511.0,30614.375,1.0
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),512.0,30215.875,0.9869832390829472
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),513.0,28503.25,0.9310413817038564
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),514.0,25606.5,0.8364207990527326
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),515.0,21730.5,0.7098136088030541
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),516.0,17441.25,0.5697078578282261
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),517.0,13329.25,0.4353918706490007
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),518.0,9938.125,0.3246228283281955
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),519.0,7379.625,0.24105097686952617
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),520.0,5575.5,0.18212032746054754
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),521.0,4253.0,0.1389216667006921
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),522.0,3302.0,0.10785782822611927
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),523.0,2613.75,0.08537655921442133
45.77,7.29,100x,0.26,0.5,3.5,0.0007,3.5,20,8,5.0,206.0,10,25,8_NPL-13_(3-8-23),524.0,2100.625,0.06861564216156625
